Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.10.2023;31.10.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh);Zählerstand um 24 Uhr (in kWh);Status
16.10.2023;06:00;16.10.2023;06:15;0,102;-;Wahrer Wert
16.10.2023;06:15;16.10.2023;06:30;0,078;-;Wahrer Wert
16.10.2023;06:30;16.10.2023;06:45;0,086;-;Wahrer Wert
16.10.2023;06:45;16.10.2023;07:00;0,066;-;Wahrer Wert
16.10.2023;07:00;16.10.2023;07:15;0,074;-;Wahrer Wert
16.10.2023;07:15;16.10.2023;07:30;0,069;-;Wahrer Wert
16.10.2023;07:30;16.10.2023;07:45;0,075;-;Wahrer Wert
16.10.2023;07:45;16.10.2023;08:00;0,046;-;Wahrer Wert
16.10.2023;08:00;16.10.2023;08:15;0,044;-;Wahrer Wert
16.10.2023;08:15;16.10.2023;08:30;0,023;-;Wahrer Wert
16.10.2023;08:30;16.10.2023;08:45;0,048;-;Wahrer Wert
16.10.2023;08:45;16.10.2023;09:00;0,015;-;Wahrer Wert
16.10.2023;09:00;16.10.2023;09:15;0,000;-;Wahrer Wert
16.10.2023;09:15;16.10.2023;09:30;0,000;-;Wahrer Wert
16.10.2023;09:30;16.10.2023;09:45;0,000;-;Wahrer Wert
16.10.2023;09:45;16.10.2023;10:00;0,000;-;Wahrer Wert
16.10.2023;10:00;16.10.2023;10:15;0,000;-;Wahrer Wert
16.10.2023;10:15;16.10.2023;10:30;0,000;-;Wahrer Wert
16.10.2023;10:30;16.10.2023;10:45;0,000;-;Wahrer Wert
16.10.2023;10:45;16.10.2023;11:00;0,000;-;Wahrer Wert
16.10.2023;11:00;16.10.2023;11:15;0,000;-;Wahrer Wert
16.10.2023;11:15;16.10.2023;11:30;0,000;-;Wahrer Wert
16.10.2023;11:30;16.10.2023;11:45;0,070;-;Wahrer Wert
16.10.2023;11:45;16.10.2023;12:00;0,237;-;Wahrer Wert
16.10.2023;12:00;16.10.2023;12:15;0,000;-;Wahrer Wert
16.10.2023;12:15;16.10.2023;12:30;0,000;-;Wahrer Wert
16.10.2023;12:30;16.10.2023;12:45;0,000;-;Wahrer Wert
16.10.2023;12:45;16.10.2023;13:00;0,000;-;Wahrer Wert
16.10.2023;13:00;16.10.2023;13:15;0,000;-;Wahrer Wert
16.10.2023;13:15;16.10.2023;13:30;0,002;-;Wahrer Wert
16.10.2023;13:30;16.10.2023;13:45;0,043;-;Wahrer Wert
16.10.2023;13:45;16.10.2023;14:00;0,000;-;Wahrer Wert
16.10.2023;14:00;16.10.2023;14:15;0,000;-;Wahrer Wert
16.10.2023;14:15;16.10.2023;14:30;0,000;-;Wahrer Wert
16.10.2023;14:30;16.10.2023;14:45;0,000;-;Wahrer Wert
16.10.2023;14:45;16.10.2023;15:00;0,000;-;Wahrer Wert
16.10.2023;15:00;16.10.2023;15:15;0,000;-;Wahrer Wert
16.10.2023;15:15;16.10.2023;15:30;0,000;-;Wahrer Wert
16.10.2023;15:30;16.10.2023;15:45;0,000;-;Wahrer Wert
16.10.2023;15:45;16.10.2023;16:00;0,000;-;Wahrer Wert
16.10.2023;16:00;16.10.2023;16:15;0,000;-;Wahrer Wert
16.10.2023;16:15;16.10.2023;16:30;0,000;-;Wahrer Wert
16.10.2023;16:30;16.10.2023;16:45;0,000;-;Wahrer Wert
16.10.2023;16:45;16.10.2023;17:00;0,000;-;Wahrer Wert
16.10.2023;17:00;16.10.2023;17:15;0,000;-;Wahrer Wert
16.10.2023;17:15;16.10.2023;17:30;0,086;-;Wahrer Wert
16.10.2023;17:30;16.10.2023;17:45;0,036;-;Wahrer Wert
16.10.2023;17:45;16.10.2023;18:00;0,117;-;Wahrer Wert
16.10.2023;18:00;16.10.2023;18:15;0,067;-;Wahrer Wert
16.10.2023;18:15;16.10.2023;18:30;0,099;-;Wahrer Wert
16.10.2023;18:30;16.10.2023;18:45;0,106;-;Wahrer Wert
16.10.2023;18:45;16.10.2023;19:00;0,090;-;Wahrer Wert
16.10.2023;19:00;16.10.2023;19:15;0,070;-;Wahrer Wert
16.10.2023;19:15;16.10.2023;19:30;0,083;-;Wahrer Wert
16.10.2023;19:30;16.10.2023;19:45;0,089;-;Wahrer Wert
16.10.2023;19:45;16.10.2023;20:00;0,099;-;Wahrer Wert
16.10.2023;20:00;16.10.2023;20:15;0,080;-;Wahrer Wert
16.10.2023;20:15;16.10.2023;20:30;0,085;-;Wahrer Wert
16.10.2023;20:30;16.10.2023;20:45;0,092;-;Wahrer Wert
16.10.2023;20:45;16.10.2023;21:00;0,098;-;Wahrer Wert
16.10.2023;21:00;16.10.2023;21:15;0,085;-;Wahrer Wert
16.10.2023;21:15;16.10.2023;21:30;0,075;-;Wahrer Wert
16.10.2023;21:30;16.10.2023;21:45;0,074;-;Wahrer Wert
16.10.2023;21:45;16.10.2023;22:00;0,074;-;Wahrer Wert
16.10.2023;22:00;16.10.2023;22:15;0,079;-;Wahrer Wert
16.10.2023;22:15;16.10.2023;22:30;0,060;-;Wahrer Wert
16.10.2023;22:30;16.10.2023;22:45;0,063;-;Wahrer Wert
16.10.2023;22:45;16.10.2023;23:00;0,067;-;Wahrer Wert
16.10.2023;23:00;16.10.2023;23:15;0,075;-;Wahrer Wert
16.10.2023;23:15;16.10.2023;23:30;0,057;-;Wahrer Wert
16.10.2023;23:30;16.10.2023;23:45;0,059;-;Wahrer Wert
16.10.2023;23:45;17.10.2023;00:00;0,060;-;Wahrer Wert
17.10.2023;00:00;17.10.2023;00:15;0,073;-;Wahrer Wert
17.10.2023;00:15;17.10.2023;00:30;0,072;-;Wahrer Wert
17.10.2023;00:30;17.10.2023;00:45;0,051;-;Wahrer Wert
17.10.2023;00:45;17.10.2023;01:00;0,065;-;Wahrer Wert
17.10.2023;01:00;17.10.2023;01:15;0,064;-;Wahrer Wert
17.10.2023;01:15;17.10.2023;01:30;0,077;-;Wahrer Wert
17.10.2023;01:30;17.10.2023;01:45;0,059;-;Wahrer Wert
17.10.2023;01:45;17.10.2023;02:00;0,055;-;Wahrer Wert
17.10.2023;02:00;17.10.2023;02:15;0,061;-;Wahrer Wert
17.10.2023;02:15;17.10.2023;02:30;0,070;-;Wahrer Wert
17.10.2023;02:30;17.10.2023;02:45;0,091;-;Wahrer Wert
17.10.2023;02:45;17.10.2023;03:00;0,075;-;Wahrer Wert
17.10.2023;03:00;17.10.2023;03:15;0,080;-;Wahrer Wert
17.10.2023;03:15;17.10.2023;03:30;0,079;-;Wahrer Wert
17.10.2023;03:30;17.10.2023;03:45;0,089;-;Wahrer Wert
17.10.2023;03:45;17.10.2023;04:00;0,072;-;Wahrer Wert
17.10.2023;04:00;17.10.2023;04:15;0,074;-;Wahrer Wert
17.10.2023;04:15;17.10.2023;04:30;0,082;-;Wahrer Wert
17.10.2023;04:30;17.10.2023;04:45;0,085;-;Wahrer Wert
17.10.2023;04:45;17.10.2023;05:00;0,085;-;Wahrer Wert
17.10.2023;05:00;17.10.2023;05:15;0,067;-;Wahrer Wert
17.10.2023;05:15;17.10.2023;05:30;0,082;-;Wahrer Wert
17.10.2023;05:30;17.10.2023;05:45;0,080;-;Wahrer Wert
17.10.2023;05:45;17.10.2023;06:00;0,089;-;Wahrer Wert
17.10.2023;06:00;17.10.2023;06:15;0,072;-;Wahrer Wert
17.10.2023;06:15;17.10.2023;06:30;0,102;-;Wahrer Wert
17.10.2023;06:30;17.10.2023;06:45;0,091;-;Wahrer Wert
17.10.2023;06:45;17.10.2023;07:00;0,115;-;Wahrer Wert
17.10.2023;07:00;17.10.2023;07:15;0,091;-;Wahrer Wert
17.10.2023;07:15;17.10.2023;07:30;0,075;-;Wahrer Wert
17.10.2023;07:30;17.10.2023;07:45;0,058;-;Wahrer Wert
17.10.2023;07:45;17.10.2023;08:00;0,056;-;Wahrer Wert
17.10.2023;08:00;17.10.2023;08:15;0,051;-;Wahrer Wert
17.10.2023;08:15;17.10.2023;08:30;0,023;-;Wahrer Wert
17.10.2023;08:30;17.10.2023;08:45;0,032;-;Wahrer Wert
17.10.2023;08:45;17.10.2023;09:00;0,014;-;Wahrer Wert
17.10.2023;09:00;17.10.2023;09:15;0,000;-;Wahrer Wert
17.10.2023;09:15;17.10.2023;09:30;0,000;-;Wahrer Wert
17.10.2023;09:30;17.10.2023;09:45;0,000;-;Wahrer Wert
17.10.2023;09:45;17.10.2023;10:00;0,000;-;Wahrer Wert
17.10.2023;10:00;17.10.2023;10:15;0,000;-;Wahrer Wert
17.10.2023;10:15;17.10.2023;10:30;0,000;-;Wahrer Wert
17.10.2023;10:30;17.10.2023;10:45;0,000;-;Wahrer Wert
17.10.2023;10:45;17.10.2023;11:00;0,000;-;Wahrer Wert
17.10.2023;11:00;17.10.2023;11:15;0,000;-;Wahrer Wert
17.10.2023;11:15;17.10.2023;11:30;0,000;-;Wahrer Wert
17.10.2023;11:30;17.10.2023;11:45;0,000;-;Wahrer Wert
17.10.2023;11:45;17.10.2023;12:00;0,000;-;Wahrer Wert
17.10.2023;12:00;17.10.2023;12:15;0,000;-;Wahrer Wert
17.10.2023;12:15;17.10.2023;12:30;0,000;-;Wahrer Wert
17.10.2023;12:30;17.10.2023;12:45;0,000;-;Wahrer Wert
17.10.2023;12:45;17.10.2023;13:00;0,000;-;Wahrer Wert
17.10.2023;13:00;17.10.2023;13:15;0,000;-;Wahrer Wert
17.10.2023;13:15;17.10.2023;13:30;0,000;-;Wahrer Wert
17.10.2023;13:30;17.10.2023;13:45;0,034;-;Wahrer Wert
17.10.2023;13:45;17.10.2023;14:00;0,161;-;Wahrer Wert
17.10.2023;14:00;17.10.2023;14:15;0,653;-;Wahrer Wert
17.10.2023;14:15;17.10.2023;14:30;0,000;-;Wahrer Wert
17.10.2023;14:30;17.10.2023;14:45;0,000;-;Wahrer Wert
17.10.2023;14:45;17.10.2023;15:00;0,000;-;Wahrer Wert
17.10.2023;15:00;17.10.2023;15:15;0,000;-;Wahrer Wert
17.10.2023;15:15;17.10.2023;15:30;0,000;-;Wahrer Wert
17.10.2023;15:30;17.10.2023;15:45;0,000;-;Wahrer Wert
17.10.2023;15:45;17.10.2023;16:00;0,000;-;Wahrer Wert
17.10.2023;16:00;17.10.2023;16:15;0,000;-;Wahrer Wert
17.10.2023;16:15;17.10.2023;16:30;0,000;-;Wahrer Wert
17.10.2023;16:30;17.10.2023;16:45;0,000;-;Wahrer Wert
17.10.2023;16:45;17.10.2023;17:00;0,199;-;Wahrer Wert
17.10.2023;17:00;17.10.2023;17:15;0,127;-;Wahrer Wert
17.10.2023;17:15;17.10.2023;17:30;0,134;-;Wahrer Wert
17.10.2023;17:30;17.10.2023;17:45;0,163;-;Wahrer Wert
17.10.2023;17:45;17.10.2023;18:00;0,299;-;Wahrer Wert
17.10.2023;18:00;17.10.2023;18:15;0,359;-;Wahrer Wert
17.10.2023;18:15;17.10.2023;18:30;0,193;-;Wahrer Wert
17.10.2023;18:30;17.10.2023;18:45;0,181;-;Wahrer Wert
17.10.2023;18:45;17.10.2023;19:00;0,195;-;Wahrer Wert
17.10.2023;19:00;17.10.2023;19:15;0,203;-;Wahrer Wert
17.10.2023;19:15;17.10.2023;19:30;0,200;-;Wahrer Wert
17.10.2023;19:30;17.10.2023;19:45;0,205;-;Wahrer Wert
17.10.2023;19:45;17.10.2023;20:00;0,252;-;Wahrer Wert
17.10.2023;20:00;17.10.2023;20:15;0,248;-;Wahrer Wert
17.10.2023;20:15;17.10.2023;20:30;0,260;-;Wahrer Wert
17.10.2023;20:30;17.10.2023;20:45;0,253;-;Wahrer Wert
17.10.2023;20:45;17.10.2023;21:00;0,255;-;Wahrer Wert
17.10.2023;21:00;17.10.2023;21:15;0,235;-;Wahrer Wert
17.10.2023;21:15;17.10.2023;21:30;0,213;-;Wahrer Wert
17.10.2023;21:30;17.10.2023;21:45;0,194;-;Wahrer Wert
17.10.2023;21:45;17.10.2023;22:00;0,192;-;Wahrer Wert
17.10.2023;22:00;17.10.2023;22:15;0,190;-;Wahrer Wert
17.10.2023;22:15;17.10.2023;22:30;0,203;-;Wahrer Wert
17.10.2023;22:30;17.10.2023;22:45;0,210;-;Wahrer Wert
17.10.2023;22:45;17.10.2023;23:00;0,169;-;Wahrer Wert
17.10.2023;23:00;17.10.2023;23:15;0,180;-;Wahrer Wert
17.10.2023;23:15;17.10.2023;23:30;0,172;-;Wahrer Wert
17.10.2023;23:30;17.10.2023;23:45;0,195;-;Wahrer Wert
17.10.2023;23:45;18.10.2023;00:00;0,167;-;Wahrer Wert
18.10.2023;00:00;18.10.2023;00:15;0,173;-;Wahrer Wert
18.10.2023;00:15;18.10.2023;00:30;0,166;-;Wahrer Wert
18.10.2023;00:30;18.10.2023;00:45;0,185;-;Wahrer Wert
18.10.2023;00:45;18.10.2023;01:00;0,182;-;Wahrer Wert
18.10.2023;01:00;18.10.2023;01:15;0,164;-;Wahrer Wert
18.10.2023;01:15;18.10.2023;01:30;0,176;-;Wahrer Wert
18.10.2023;01:30;18.10.2023;01:45;0,172;-;Wahrer Wert
18.10.2023;01:45;18.10.2023;02:00;0,208;-;Wahrer Wert
18.10.2023;02:00;18.10.2023;02:15;0,180;-;Wahrer Wert
18.10.2023;02:15;18.10.2023;02:30;0,188;-;Wahrer Wert
18.10.2023;02:30;18.10.2023;02:45;0,183;-;Wahrer Wert
18.10.2023;02:45;18.10.2023;03:00;0,206;-;Wahrer Wert
18.10.2023;03:00;18.10.2023;03:15;0,209;-;Wahrer Wert
18.10.2023;03:15;18.10.2023;03:30;0,184;-;Wahrer Wert
18.10.2023;03:30;18.10.2023;03:45;0,191;-;Wahrer Wert
18.10.2023;03:45;18.10.2023;04:00;0,196;-;Wahrer Wert
18.10.2023;04:00;18.10.2023;04:15;0,204;-;Wahrer Wert
18.10.2023;04:15;18.10.2023;04:30;0,183;-;Wahrer Wert
18.10.2023;04:30;18.10.2023;04:45;0,184;-;Wahrer Wert
18.10.2023;04:45;18.10.2023;05:00;0,187;-;Wahrer Wert
18.10.2023;05:00;18.10.2023;05:15;0,198;-;Wahrer Wert
18.10.2023;05:15;18.10.2023;05:30;0,193;-;Wahrer Wert
18.10.2023;05:30;18.10.2023;05:45;0,177;-;Wahrer Wert
18.10.2023;05:45;18.10.2023;06:00;0,192;-;Wahrer Wert
18.10.2023;06:00;18.10.2023;06:15;0,195;-;Wahrer Wert
18.10.2023;06:15;18.10.2023;06:30;0,215;-;Wahrer Wert
18.10.2023;06:30;18.10.2023;06:45;0,271;-;Wahrer Wert
18.10.2023;06:45;18.10.2023;07:00;0,616;-;Wahrer Wert
18.10.2023;07:00;18.10.2023;07:15;0,257;-;Wahrer Wert
18.10.2023;07:15;18.10.2023;07:30;0,196;-;Wahrer Wert
18.10.2023;07:30;18.10.2023;07:45;0,185;-;Wahrer Wert
18.10.2023;07:45;18.10.2023;08:00;0,161;-;Wahrer Wert
18.10.2023;08:00;18.10.2023;08:15;0,165;-;Wahrer Wert
18.10.2023;08:15;18.10.2023;08:30;0,172;-;Wahrer Wert
18.10.2023;08:30;18.10.2023;08:45;0,861;-;Wahrer Wert
18.10.2023;08:45;18.10.2023;09:00;0,707;-;Wahrer Wert
18.10.2023;09:00;18.10.2023;09:15;0,037;-;Wahrer Wert
18.10.2023;09:15;18.10.2023;09:30;0,000;-;Wahrer Wert
18.10.2023;09:30;18.10.2023;09:45;0,043;-;Wahrer Wert
18.10.2023;09:45;18.10.2023;10:00;0,000;-;Wahrer Wert
18.10.2023;10:00;18.10.2023;10:15;0,000;-;Wahrer Wert
18.10.2023;10:15;18.10.2023;10:30;0,000;-;Wahrer Wert
18.10.2023;10:30;18.10.2023;10:45;0,000;-;Wahrer Wert
18.10.2023;10:45;18.10.2023;11:00;0,000;-;Wahrer Wert
18.10.2023;11:00;18.10.2023;11:15;0,000;-;Wahrer Wert
18.10.2023;11:15;18.10.2023;11:30;0,000;-;Wahrer Wert
18.10.2023;11:30;18.10.2023;11:45;0,110;-;Wahrer Wert
18.10.2023;11:45;18.10.2023;12:00;0,317;-;Wahrer Wert
18.10.2023;12:00;18.10.2023;12:15;0,305;-;Wahrer Wert
18.10.2023;12:15;18.10.2023;12:30;0,138;-;Wahrer Wert
18.10.2023;12:30;18.10.2023;12:45;0,000;-;Wahrer Wert
18.10.2023;12:45;18.10.2023;13:00;0,000;-;Wahrer Wert
18.10.2023;13:00;18.10.2023;13:15;0,000;-;Wahrer Wert
18.10.2023;13:15;18.10.2023;13:30;0,000;-;Wahrer Wert
18.10.2023;13:30;18.10.2023;13:45;0,000;-;Wahrer Wert
18.10.2023;13:45;18.10.2023;14:00;0,000;-;Wahrer Wert
18.10.2023;14:00;18.10.2023;14:15;0,000;-;Wahrer Wert
18.10.2023;14:15;18.10.2023;14:30;0,000;-;Wahrer Wert
18.10.2023;14:30;18.10.2023;14:45;0,000;-;Wahrer Wert
18.10.2023;14:45;18.10.2023;15:00;0,000;-;Wahrer Wert
18.10.2023;15:00;18.10.2023;15:15;0,001;-;Wahrer Wert
18.10.2023;15:15;18.10.2023;15:30;0,000;-;Wahrer Wert
18.10.2023;15:30;18.10.2023;15:45;0,000;-;Wahrer Wert
18.10.2023;15:45;18.10.2023;16:00;0,000;-;Wahrer Wert
18.10.2023;16:00;18.10.2023;16:15;0,000;-;Wahrer Wert
18.10.2023;16:15;18.10.2023;16:30;0,004;-;Wahrer Wert
18.10.2023;16:30;18.10.2023;16:45;0,025;-;Wahrer Wert
18.10.2023;16:45;18.10.2023;17:00;0,060;-;Wahrer Wert
18.10.2023;17:00;18.10.2023;17:15;0,096;-;Wahrer Wert
18.10.2023;17:15;18.10.2023;17:30;0,149;-;Wahrer Wert
18.10.2023;17:30;18.10.2023;17:45;0,165;-;Wahrer Wert
18.10.2023;17:45;18.10.2023;18:00;0,179;-;Wahrer Wert
18.10.2023;18:00;18.10.2023;18:15;0,178;-;Wahrer Wert
18.10.2023;18:15;18.10.2023;18:30;0,193;-;Wahrer Wert
18.10.2023;18:30;18.10.2023;18:45;0,215;-;Wahrer Wert
18.10.2023;18:45;18.10.2023;19:00;0,178;-;Wahrer Wert
18.10.2023;19:00;18.10.2023;19:15;0,180;-;Wahrer Wert
18.10.2023;19:15;18.10.2023;19:30;0,195;-;Wahrer Wert
18.10.2023;19:30;18.10.2023;19:45;0,212;-;Wahrer Wert
18.10.2023;19:45;18.10.2023;20:00;0,186;-;Wahrer Wert
18.10.2023;20:00;18.10.2023;20:15;0,198;-;Wahrer Wert
18.10.2023;20:15;18.10.2023;20:30;0,183;-;Wahrer Wert
18.10.2023;20:30;18.10.2023;20:45;0,180;-;Wahrer Wert
18.10.2023;20:45;18.10.2023;21:00;0,200;-;Wahrer Wert
18.10.2023;21:00;18.10.2023;21:15;0,191;-;Wahrer Wert
18.10.2023;21:15;18.10.2023;21:30;0,209;-;Wahrer Wert
18.10.2023;21:30;18.10.2023;21:45;0,197;-;Wahrer Wert
18.10.2023;21:45;18.10.2023;22:00;0,217;-;Wahrer Wert
18.10.2023;22:00;18.10.2023;22:15;0,210;-;Wahrer Wert
18.10.2023;22:15;18.10.2023;22:30;0,175;-;Wahrer Wert
18.10.2023;22:30;18.10.2023;22:45;0,182;-;Wahrer Wert
18.10.2023;22:45;18.10.2023;23:00;0,171;-;Wahrer Wert
18.10.2023;23:00;18.10.2023;23:15;0,196;-;Wahrer Wert
18.10.2023;23:15;18.10.2023;23:30;0,170;-;Wahrer Wert
18.10.2023;23:30;18.10.2023;23:45;0,179;-;Wahrer Wert
18.10.2023;23:45;19.10.2023;00:00;0,169;-;Wahrer Wert
19.10.2023;00:00;19.10.2023;00:15;0,182;-;Wahrer Wert
19.10.2023;00:15;19.10.2023;00:30;0,184;-;Wahrer Wert
19.10.2023;00:30;19.10.2023;00:45;0,163;-;Wahrer Wert
19.10.2023;00:45;19.10.2023;01:00;0,175;-;Wahrer Wert
19.10.2023;01:00;19.10.2023;01:15;0,163;-;Wahrer Wert
19.10.2023;01:15;19.10.2023;01:30;0,197;-;Wahrer Wert
19.10.2023;01:30;19.10.2023;01:45;0,170;-;Wahrer Wert
19.10.2023;01:45;19.10.2023;02:00;0,175;-;Wahrer Wert
19.10.2023;02:00;19.10.2023;02:15;0,171;-;Wahrer Wert
19.10.2023;02:15;19.10.2023;02:30;0,181;-;Wahrer Wert
19.10.2023;02:30;19.10.2023;02:45;0,194;-;Wahrer Wert
19.10.2023;02:45;19.10.2023;03:00;0,167;-;Wahrer Wert
19.10.2023;03:00;19.10.2023;03:15;0,180;-;Wahrer Wert
19.10.2023;03:15;19.10.2023;03:30;0,172;-;Wahrer Wert
19.10.2023;03:30;19.10.2023;03:45;0,197;-;Wahrer Wert
19.10.2023;03:45;19.10.2023;04:00;0,182;-;Wahrer Wert
19.10.2023;04:00;19.10.2023;04:15;0,174;-;Wahrer Wert
19.10.2023;04:15;19.10.2023;04:30;0,177;-;Wahrer Wert
19.10.2023;04:30;19.10.2023;04:45;0,173;-;Wahrer Wert
19.10.2023;04:45;19.10.2023;05:00;0,198;-;Wahrer Wert
19.10.2023;05:00;19.10.2023;05:15;0,164;-;Wahrer Wert
19.10.2023;05:15;19.10.2023;05:30;0,173;-;Wahrer Wert
19.10.2023;05:30;19.10.2023;05:45;0,165;-;Wahrer Wert
19.10.2023;05:45;19.10.2023;06:00;0,188;-;Wahrer Wert
19.10.2023;06:00;19.10.2023;06:15;0,190;-;Wahrer Wert
19.10.2023;06:15;19.10.2023;06:30;0,172;-;Wahrer Wert
19.10.2023;06:30;19.10.2023;06:45;0,187;-;Wahrer Wert
19.10.2023;06:45;19.10.2023;07:00;0,188;-;Wahrer Wert
19.10.2023;07:00;19.10.2023;07:15;0,196;-;Wahrer Wert
19.10.2023;07:15;19.10.2023;07:30;0,170;-;Wahrer Wert
19.10.2023;07:30;19.10.2023;07:45;0,157;-;Wahrer Wert
19.10.2023;07:45;19.10.2023;08:00;0,134;-;Wahrer Wert
19.10.2023;08:00;19.10.2023;08:15;0,130;-;Wahrer Wert
19.10.2023;08:15;19.10.2023;08:30;0,126;-;Wahrer Wert
19.10.2023;08:30;19.10.2023;08:45;0,091;-;Wahrer Wert
19.10.2023;08:45;19.10.2023;09:00;0,073;-;Wahrer Wert
19.10.2023;09:00;19.10.2023;09:15;0,051;-;Wahrer Wert
19.10.2023;09:15;19.10.2023;09:30;0,050;-;Wahrer Wert
19.10.2023;09:30;19.10.2023;09:45;0,016;-;Wahrer Wert
19.10.2023;09:45;19.10.2023;10:00;0,014;-;Wahrer Wert
19.10.2023;10:00;19.10.2023;10:15;0,028;-;Wahrer Wert
19.10.2023;10:15;19.10.2023;10:30;0,114;-;Wahrer Wert
19.10.2023;10:30;19.10.2023;10:45;0,018;-;Wahrer Wert
19.10.2023;10:45;19.10.2023;11:00;0,000;-;Wahrer Wert
19.10.2023;11:00;19.10.2023;11:15;0,000;-;Wahrer Wert
19.10.2023;11:15;19.10.2023;11:30;0,000;-;Wahrer Wert
19.10.2023;11:30;19.10.2023;11:45;0,081;-;Wahrer Wert
19.10.2023;11:45;19.10.2023;12:00;0,530;-;Wahrer Wert
19.10.2023;12:00;19.10.2023;12:15;0,038;-;Wahrer Wert
19.10.2023;12:15;19.10.2023;12:30;0,000;-;Wahrer Wert
19.10.2023;12:30;19.10.2023;12:45;0,000;-;Wahrer Wert
19.10.2023;12:45;19.10.2023;13:00;0,000;-;Wahrer Wert
19.10.2023;13:00;19.10.2023;13:15;0,000;-;Wahrer Wert
19.10.2023;13:15;19.10.2023;13:30;0,000;-;Wahrer Wert
19.10.2023;13:30;19.10.2023;13:45;0,000;-;Wahrer Wert
19.10.2023;13:45;19.10.2023;14:00;0,094;-;Wahrer Wert
19.10.2023;14:00;19.10.2023;14:15;0,000;-;Wahrer Wert
19.10.2023;14:15;19.10.2023;14:30;0,020;-;Wahrer Wert
19.10.2023;14:30;19.10.2023;14:45;0,086;-;Wahrer Wert
19.10.2023;14:45;19.10.2023;15:00;0,000;-;Wahrer Wert
19.10.2023;15:00;19.10.2023;15:15;0,000;-;Wahrer Wert
19.10.2023;15:15;19.10.2023;15:30;0,182;-;Wahrer Wert
19.10.2023;15:30;19.10.2023;15:45;0,005;-;Wahrer Wert
19.10.2023;15:45;19.10.2023;16:00;0,000;-;Wahrer Wert
19.10.2023;16:00;19.10.2023;16:15;0,001;-;Wahrer Wert
19.10.2023;16:15;19.10.2023;16:30;0,001;-;Wahrer Wert
19.10.2023;16:30;19.10.2023;16:45;0,000;-;Wahrer Wert
19.10.2023;16:45;19.10.2023;17:00;0,065;-;Wahrer Wert
19.10.2023;17:00;19.10.2023;17:15;0,083;-;Wahrer Wert
19.10.2023;17:15;19.10.2023;17:30;0,086;-;Wahrer Wert
19.10.2023;17:30;19.10.2023;17:45;0,118;-;Wahrer Wert
19.10.2023;17:45;19.10.2023;18:00;0,177;-;Wahrer Wert
19.10.2023;18:00;19.10.2023;18:15;0,437;-;Wahrer Wert
19.10.2023;18:15;19.10.2023;18:30;0,262;-;Wahrer Wert
19.10.2023;18:30;19.10.2023;18:45;0,214;-;Wahrer Wert
19.10.2023;18:45;19.10.2023;19:00;0,198;-;Wahrer Wert
19.10.2023;19:00;19.10.2023;19:15;0,185;-;Wahrer Wert
19.10.2023;19:15;19.10.2023;19:30;0,180;-;Wahrer Wert
19.10.2023;19:30;19.10.2023;19:45;0,196;-;Wahrer Wert
19.10.2023;19:45;19.10.2023;20:00;0,210;-;Wahrer Wert
19.10.2023;20:00;19.10.2023;20:15;0,175;-;Wahrer Wert
19.10.2023;20:15;19.10.2023;20:30;0,204;-;Wahrer Wert
19.10.2023;20:30;19.10.2023;20:45;0,208;-;Wahrer Wert
19.10.2023;20:45;19.10.2023;21:00;0,233;-;Wahrer Wert
19.10.2023;21:00;19.10.2023;21:15;0,211;-;Wahrer Wert
19.10.2023;21:15;19.10.2023;21:30;2,341;-;Wahrer Wert
19.10.2023;21:30;19.10.2023;21:45;2,867;-;Wahrer Wert
19.10.2023;21:45;19.10.2023;22:00;2,875;-;Wahrer Wert
19.10.2023;22:00;19.10.2023;22:15;2,877;-;Wahrer Wert
19.10.2023;22:15;19.10.2023;22:30;2,851;-;Wahrer Wert
19.10.2023;22:30;19.10.2023;22:45;2,349;-;Wahrer Wert
19.10.2023;22:45;19.10.2023;23:00;0,487;-;Wahrer Wert
19.10.2023;23:00;19.10.2023;23:15;0,196;-;Wahrer Wert
19.10.2023;23:15;19.10.2023;23:30;0,190;-;Wahrer Wert
19.10.2023;23:30;19.10.2023;23:45;0,171;-;Wahrer Wert
19.10.2023;23:45;20.10.2023;00:00;0,180;-;Wahrer Wert
20.10.2023;00:00;20.10.2023;00:15;0,170;-;Wahrer Wert
20.10.2023;00:15;20.10.2023;00:30;0,195;-;Wahrer Wert
20.10.2023;00:30;20.10.2023;00:45;0,166;-;Wahrer Wert
20.10.2023;00:45;20.10.2023;01:00;0,176;-;Wahrer Wert
20.10.2023;01:00;20.10.2023;01:15;0,168;-;Wahrer Wert
20.10.2023;01:15;20.10.2023;01:30;0,183;-;Wahrer Wert
20.10.2023;01:30;20.10.2023;01:45;0,188;-;Wahrer Wert
20.10.2023;01:45;20.10.2023;02:00;0,164;-;Wahrer Wert
20.10.2023;02:00;20.10.2023;02:15;0,175;-;Wahrer Wert
20.10.2023;02:15;20.10.2023;02:30;0,167;-;Wahrer Wert
20.10.2023;02:30;20.10.2023;02:45;0,193;-;Wahrer Wert
20.10.2023;02:45;20.10.2023;03:00;0,174;-;Wahrer Wert
20.10.2023;03:00;20.10.2023;03:15;0,172;-;Wahrer Wert
