Start;Ende;Verbrauch (kWh) - Gesamtverbrauch;Zählerstand (kWh) - Gesamtverbrauch
 08.07.2023 23:15:00; 08.07.2023 23:30:00;0,059;24532,578
 08.07.2023 23:30:00; 08.07.2023 23:45:00;0,053;24532,631
 08.07.2023 23:45:00; 09.07.2023 00:00:00;0,061;24532,692
 09.07.2023 00:00:00; 09.07.2023 00:15:00;0,065;24532,757
 09.07.2023 00:15:00; 09.07.2023 00:30:00;0,079;24532,836
 09.07.2023 00:30:00; 09.07.2023 00:45:00;0,053;24532,889
 09.07.2023 00:45:00; 09.07.2023 01:00:00;0,052;24532,941
 09.07.2023 01:00:00; 09.07.2023 01:15:00;0,063;24533,004
 09.07.2023 01:15:00; 09.07.2023 01:30:00;0,061;24533,065
 09.07.2023 01:30:00; 09.07.2023 01:45:00;0,07;24533,135
 09.07.2023 01:45:00; 09.07.2023 02:00:00;0,05;24533,185
 09.07.2023 02:00:00; 09.07.2023 02:15:00;0,06;24533,245
 09.07.2023 02:15:00; 09.07.2023 02:30:00;0,056;24533,301
 09.07.2023 02:30:00; 09.07.2023 02:45:00;0,071;24533,372
 09.07.2023 02:45:00; 09.07.2023 03:00:00;0,099;24533,471
 09.07.2023 03:00:00; 09.07.2023 03:15:00;0,119;24533,59
 09.07.2023 03:15:00; 09.07.2023 03:30:00;0,08;24533,67
 09.07.2023 03:30:00; 09.07.2023 03:45:00;0,073;24533,743
 09.07.2023 03:45:00; 09.07.2023 04:00:00;0,093;24533,836
 09.07.2023 04:00:00; 09.07.2023 04:15:00;0,056;24533,892
 09.07.2023 04:15:00; 09.07.2023 04:30:00;0,059;24533,951
 09.07.2023 04:30:00; 09.07.2023 04:45:00;0,046;24533,997
 09.07.2023 04:45:00; 09.07.2023 05:00:00;0,066;24534,063
 09.07.2023 05:00:00; 09.07.2023 05:15:00;0,057;24534,12
 09.07.2023 05:15:00; 09.07.2023 05:30:00;0,041;24534,161
 09.07.2023 05:30:00; 09.07.2023 05:45:00;0,027;24534,188
 09.07.2023 05:45:00; 09.07.2023 06:00:00;0,022;24534,21
 09.07.2023 06:00:00; 09.07.2023 06:15:00;0,024;24534,234
 09.07.2023 06:15:00; 09.07.2023 06:30:00;0,001;24534,235
 09.07.2023 06:30:00; 09.07.2023 06:45:00;0;24534,235
 09.07.2023 06:45:00; 09.07.2023 07:00:00;0;24534,235
 09.07.2023 07:00:00; 09.07.2023 07:15:00;0;24534,235
 09.07.2023 07:15:00; 09.07.2023 07:30:00;0;24534,235
 09.07.2023 07:30:00; 09.07.2023 07:45:00;0;24534,235
 09.07.2023 07:45:00; 09.07.2023 08:00:00;0;24534,235
 09.07.2023 08:00:00; 09.07.2023 08:15:00;0;24534,235
 09.07.2023 08:15:00; 09.07.2023 08:30:00;0;24534,235
 09.07.2023 08:30:00; 09.07.2023 08:45:00;0;24534,235
 09.07.2023 08:45:00; 09.07.2023 09:00:00;0;24534,235
 09.07.2023 09:00:00; 09.07.2023 09:15:00;0;24534,235
 09.07.2023 09:15:00; 09.07.2023 09:30:00;0;24534,235
 09.07.2023 09:30:00; 09.07.2023 09:45:00;0;24534,235
 09.07.2023 09:45:00; 09.07.2023 10:00:00;0;24534,235
 09.07.2023 10:00:00; 09.07.2023 10:15:00;0;24534,235
 09.07.2023 10:15:00; 09.07.2023 10:30:00;0;24534,235
 09.07.2023 10:30:00; 09.07.2023 10:45:00;0;24534,235
 09.07.2023 10:45:00; 09.07.2023 11:00:00;0;24534,235
 09.07.2023 11:00:00; 09.07.2023 11:15:00;0;24534,235
 09.07.2023 11:15:00; 09.07.2023 11:30:00;0;24534,235
 09.07.2023 11:30:00; 09.07.2023 11:45:00;0,006;24534,241
 09.07.2023 11:45:00; 09.07.2023 12:00:00;0;24534,241
 09.07.2023 12:00:00; 09.07.2023 12:15:00;0;24534,241
 09.07.2023 12:15:00; 09.07.2023 12:30:00;0;24534,241
 09.07.2023 12:30:00; 09.07.2023 12:45:00;0;24534,241
 09.07.2023 12:45:00; 09.07.2023 13:00:00;0;24534,241
 09.07.2023 13:00:00; 09.07.2023 13:15:00;0;24534,241
 09.07.2023 13:15:00; 09.07.2023 13:30:00;0;24534,241
 09.07.2023 13:30:00; 09.07.2023 13:45:00;0;24534,241
 09.07.2023 13:45:00; 09.07.2023 14:00:00;0;24534,241
 09.07.2023 14:00:00; 09.07.2023 14:15:00;0;24534,241
 09.07.2023 14:15:00; 09.07.2023 14:30:00;0;24534,241
 09.07.2023 14:30:00; 09.07.2023 14:45:00;0;24534,241
 09.07.2023 14:45:00; 09.07.2023 15:00:00;0;24534,241
 09.07.2023 15:00:00; 09.07.2023 15:15:00;0;24534,241
 09.07.2023 15:15:00; 09.07.2023 15:30:00;0;24534,241
 09.07.2023 15:30:00; 09.07.2023 15:45:00;0;24534,241
 09.07.2023 15:45:00; 09.07.2023 16:00:00;0;24534,241
 09.07.2023 16:00:00; 09.07.2023 16:15:00;0;24534,241
 09.07.2023 16:15:00; 09.07.2023 16:30:00;0;24534,241
 09.07.2023 16:30:00; 09.07.2023 16:45:00;0;24534,241
 09.07.2023 16:45:00; 09.07.2023 17:00:00;0;24534,241
 09.07.2023 17:00:00; 09.07.2023 17:15:00;0;24534,241
 09.07.2023 17:15:00; 09.07.2023 17:30:00;0;24534,241
 09.07.2023 17:30:00; 09.07.2023 17:45:00;0;24534,241
 09.07.2023 17:45:00; 09.07.2023 18:00:00;0;24534,241
 09.07.2023 18:00:00; 09.07.2023 18:15:00;0;24534,241
 09.07.2023 18:15:00; 09.07.2023 18:30:00;0;24534,241
 09.07.2023 18:30:00; 09.07.2023 18:45:00;0;24534,241
 09.07.2023 18:45:00; 09.07.2023 19:00:00;0;24534,241
 09.07.2023 19:00:00; 09.07.2023 19:15:00;0;24534,241
 09.07.2023 19:15:00; 09.07.2023 19:30:00;0;24534,241
 09.07.2023 19:30:00; 09.07.2023 19:45:00;0;24534,241
 09.07.2023 19:45:00; 09.07.2023 20:00:00;0,001;24534,242
 09.07.2023 20:00:00; 09.07.2023 20:15:00;0;24534,242
 09.07.2023 20:15:00; 09.07.2023 20:30:00;0,024;24534,266
 09.07.2023 20:30:00; 09.07.2023 20:45:00;0,055;24534,321
 09.07.2023 20:45:00; 09.07.2023 21:00:00;0,046;24534,367
 09.07.2023 21:00:00; 09.07.2023 21:15:00;0,053;24534,42
 09.07.2023 21:15:00; 09.07.2023 21:30:00;0,043;24534,463
 09.07.2023 21:30:00; 09.07.2023 21:45:00;0,063;24534,526
 09.07.2023 21:45:00; 09.07.2023 22:00:00;0,055;24534,581
 09.07.2023 22:00:00; 09.07.2023 22:15:00;0,05;24534,631
 09.07.2023 22:15:00; 09.07.2023 22:30:00;0,047;24534,678
 09.07.2023 22:30:00; 09.07.2023 22:45:00;0,046;24534,724
 09.07.2023 22:45:00; 09.07.2023 23:00:00;0,068;24534,792
 09.07.2023 23:00:00; 09.07.2023 23:15:00;0,041;24534,833
 09.07.2023 23:15:00; 09.07.2023 23:30:00;0,048;24534,881
 09.07.2023 23:30:00; 09.07.2023 23:45:00;0,041;24534,922
 09.07.2023 23:45:00; 10.07.2023 00:00:00;0,06;24534,982
 10.07.2023 00:00:00; 10.07.2023 00:15:00;0,053;24535,035
 10.07.2023 00:15:00; 10.07.2023 00:30:00;0,04;24535,075
 10.07.2023 00:30:00; 10.07.2023 00:45:00;0,047;24535,122
 10.07.2023 00:45:00; 10.07.2023 01:00:00;0,057;24535,179
 10.07.2023 01:00:00; 10.07.2023 01:15:00;0,071;24535,25
 10.07.2023 01:15:00; 10.07.2023 01:30:00;0,044;24535,294
 10.07.2023 01:30:00; 10.07.2023 01:45:00;0,049;24535,343
 10.07.2023 01:45:00; 10.07.2023 02:00:00;0,055;24535,398
 10.07.2023 02:00:00; 10.07.2023 02:15:00;0,064;24535,462
 10.07.2023 02:15:00; 10.07.2023 02:30:00;0,062;24535,524
 10.07.2023 02:30:00; 10.07.2023 02:45:00;0,042;24535,566
 10.07.2023 02:45:00; 10.07.2023 03:00:00;0,054;24535,62
 10.07.2023 03:00:00; 10.07.2023 03:15:00;0,065;24535,685
 10.07.2023 03:15:00; 10.07.2023 03:30:00;0,062;24535,747
 10.07.2023 03:30:00; 10.07.2023 03:45:00;0,058;24535,805
 10.07.2023 03:45:00; 10.07.2023 04:00:00;0,045;24535,85
 10.07.2023 04:00:00; 10.07.2023 04:15:00;0,062;24535,912
 10.07.2023 04:15:00; 10.07.2023 04:30:00;0,062;24535,974
 10.07.2023 04:30:00; 10.07.2023 04:45:00;0,053;24536,027
 10.07.2023 04:45:00; 10.07.2023 05:00:00;0,049;24536,076
 10.07.2023 05:00:00; 10.07.2023 05:15:00;0,043;24536,119
 10.07.2023 05:15:00; 10.07.2023 05:30:00;0,067;24536,186
 10.07.2023 05:30:00; 10.07.2023 05:45:00;0,032;24536,218
 10.07.2023 05:45:00; 10.07.2023 06:00:00;0,021;24536,239
 10.07.2023 06:00:00; 10.07.2023 06:15:00;0,001;24536,24
 10.07.2023 06:15:00; 10.07.2023 06:30:00;0,001;24536,241
 10.07.2023 06:30:00; 10.07.2023 06:45:00;0;24536,241
 10.07.2023 06:45:00; 10.07.2023 07:00:00;0;24536,241
 10.07.2023 07:00:00; 10.07.2023 07:15:00;0;24536,241
 10.07.2023 07:15:00; 10.07.2023 07:30:00;0;24536,241
 10.07.2023 07:30:00; 10.07.2023 07:45:00;0;24536,241
 10.07.2023 07:45:00; 10.07.2023 08:00:00;0;24536,241
 10.07.2023 08:00:00; 10.07.2023 08:15:00;0;24536,241
 10.07.2023 08:15:00; 10.07.2023 08:30:00;0;24536,241
 10.07.2023 08:30:00; 10.07.2023 08:45:00;0;24536,241
 10.07.2023 08:45:00; 10.07.2023 09:00:00;0;24536,241
 10.07.2023 09:00:00; 10.07.2023 09:15:00;0;24536,241
 10.07.2023 09:15:00; 10.07.2023 09:30:00;0;24536,241
 10.07.2023 09:30:00; 10.07.2023 09:45:00;0;24536,241
 10.07.2023 09:45:00; 10.07.2023 10:00:00;0;24536,241
 10.07.2023 10:00:00; 10.07.2023 10:15:00;0;24536,241
 10.07.2023 10:15:00; 10.07.2023 10:30:00;0;24536,241
 10.07.2023 10:30:00; 10.07.2023 10:45:00;0;24536,241
 10.07.2023 10:45:00; 10.07.2023 11:00:00;0;24536,241
 10.07.2023 11:00:00; 10.07.2023 11:15:00;0;24536,241
 10.07.2023 11:15:00; 10.07.2023 11:30:00;0;24536,241
 10.07.2023 11:30:00; 10.07.2023 11:45:00;0;24536,241
 10.07.2023 11:45:00; 10.07.2023 12:00:00;0;24536,241
 10.07.2023 12:00:00; 10.07.2023 12:15:00;0;24536,241
 10.07.2023 12:15:00; 10.07.2023 12:30:00;0;24536,241
 10.07.2023 12:30:00; 10.07.2023 12:45:00;0;24536,241
 10.07.2023 12:45:00; 10.07.2023 13:00:00;0;24536,241
 10.07.2023 13:00:00; 10.07.2023 13:15:00;0;24536,241
 10.07.2023 13:15:00; 10.07.2023 13:30:00;0;24536,241
 10.07.2023 13:30:00; 10.07.2023 13:45:00;0;24536,241
 10.07.2023 13:45:00; 10.07.2023 14:00:00;0;24536,241
 10.07.2023 14:00:00; 10.07.2023 14:15:00;0;24536,241
 10.07.2023 14:15:00; 10.07.2023 14:30:00;0;24536,241
 10.07.2023 14:30:00; 10.07.2023 14:45:00;0;24536,241
 10.07.2023 14:45:00; 10.07.2023 15:00:00;0;24536,241
 10.07.2023 15:00:00; 10.07.2023 15:15:00;0;24536,241
 10.07.2023 15:15:00; 10.07.2023 15:30:00;0;24536,241
 10.07.2023 15:30:00; 10.07.2023 15:45:00;0;24536,241
 10.07.2023 15:45:00; 10.07.2023 16:00:00;0;24536,241
 10.07.2023 16:00:00; 10.07.2023 16:15:00;0;24536,241
 10.07.2023 16:15:00; 10.07.2023 16:30:00;0;24536,241
 10.07.2023 16:30:00; 10.07.2023 16:45:00;0,001;24536,242
 10.07.2023 16:45:00; 10.07.2023 17:00:00;0;24536,242
 10.07.2023 17:00:00; 10.07.2023 17:15:00;0;24536,242
 10.07.2023 17:15:00; 10.07.2023 17:30:00;0;24536,242
 10.07.2023 17:30:00; 10.07.2023 17:45:00;0;24536,242
 10.07.2023 17:45:00; 10.07.2023 18:00:00;0;24536,242
 10.07.2023 18:00:00; 10.07.2023 18:15:00;0;24536,242
 10.07.2023 18:15:00; 10.07.2023 18:30:00;0,663;24536,905
 10.07.2023 18:30:00; 10.07.2023 18:45:00;0,196;24537,101
 10.07.2023 18:45:00; 10.07.2023 19:00:00;0,002;24537,103
 10.07.2023 19:00:00; 10.07.2023 19:15:00;0;24537,103
 10.07.2023 19:15:00; 10.07.2023 19:30:00;0;24537,103
 10.07.2023 19:30:00; 10.07.2023 19:45:00;0,003;24537,106
 10.07.2023 19:45:00; 10.07.2023 20:00:00;0,001;24537,107
 10.07.2023 20:00:00; 10.07.2023 20:15:00;0,02;24537,127
 10.07.2023 20:15:00; 10.07.2023 20:30:00;0,019;24537,146
 10.07.2023 20:30:00; 10.07.2023 20:45:00;0,039;24537,185
 10.07.2023 20:45:00; 10.07.2023 21:00:00;0,047;24537,232
 10.07.2023 21:00:00; 10.07.2023 21:15:00;0,047;24537,279
 10.07.2023 21:15:00; 10.07.2023 21:30:00;0,042;24537,321
 10.07.2023 21:30:00; 10.07.2023 21:45:00;0,048;24537,369
 10.07.2023 21:45:00; 10.07.2023 22:00:00;0,068;24537,437
 10.07.2023 22:00:00; 10.07.2023 22:15:00;0,048;24537,485
 10.07.2023 22:15:00; 10.07.2023 22:30:00;0,049;24537,534
 10.07.2023 22:30:00; 10.07.2023 22:45:00;0,042;24537,576
 10.07.2023 22:45:00; 10.07.2023 23:00:00;0,068;24537,644
 10.07.2023 23:00:00; 10.07.2023 23:15:00;0,058;24537,702
 10.07.2023 23:15:00; 10.07.2023 23:30:00;0,052;24537,754
 10.07.2023 23:30:00; 10.07.2023 23:45:00;0,049;24537,803
 10.07.2023 23:45:00; 11.07.2023 00:00:00;0,056;24537,859
 11.07.2023 00:00:00; 11.07.2023 00:15:00;0,068;24537,927
 11.07.2023 00:15:00; 11.07.2023 00:30:00;0,051;24537,978
 11.07.2023 00:30:00; 11.07.2023 00:45:00;0,049;24538,027
 11.07.2023 00:45:00; 11.07.2023 01:00:00;0,048;24538,075
 11.07.2023 01:00:00; 11.07.2023 01:15:00;0,073;24538,148
 11.07.2023 01:15:00; 11.07.2023 01:30:00;0,052;24538,2
 11.07.2023 01:30:00; 11.07.2023 01:45:00;0,056;24538,256
 11.07.2023 01:45:00; 11.07.2023 02:00:00;0,044;24538,3
 11.07.2023 02:00:00; 11.07.2023 02:15:00;0,068;24538,368
 11.07.2023 02:15:00; 11.07.2023 02:30:00;0,063;24538,431
 11.07.2023 02:30:00; 11.07.2023 02:45:00;0,05;24538,481
 11.07.2023 02:45:00; 11.07.2023 03:00:00;0,051;24538,532
 11.07.2023 03:00:00; 11.07.2023 03:15:00;0,054;24538,586
 11.07.2023 03:15:00; 11.07.2023 03:30:00;0,073;24538,659
 11.07.2023 03:30:00; 11.07.2023 03:45:00;0,058;24538,717
 11.07.2023 03:45:00; 11.07.2023 04:00:00;0,051;24538,768
 11.07.2023 04:00:00; 11.07.2023 04:15:00;0,049;24538,817
 11.07.2023 04:15:00; 11.07.2023 04:30:00;0,069;24538,886
 11.07.2023 04:30:00; 11.07.2023 04:45:00;0,056;24538,942
 11.07.2023 04:45:00; 11.07.2023 05:00:00;0,056;24538,998
 11.07.2023 05:00:00; 11.07.2023 05:15:00;0,042;24539,04
 11.07.2023 05:15:00; 11.07.2023 05:30:00;0,059;24539,099
 11.07.2023 05:30:00; 11.07.2023 05:45:00;0,044;24539,143
 11.07.2023 05:45:00; 11.07.2023 06:00:00;0,016;24539,159
 11.07.2023 06:00:00; 11.07.2023 06:15:00;0;24539,159
 11.07.2023 06:15:00; 11.07.2023 06:30:00;0;24539,159
 11.07.2023 06:30:00; 11.07.2023 06:45:00;0,001;24539,16
 11.07.2023 06:45:00; 11.07.2023 07:00:00;0;24539,16
 11.07.2023 07:00:00; 11.07.2023 07:15:00;0;24539,16
 11.07.2023 07:15:00; 11.07.2023 07:30:00;0;24539,16
 11.07.2023 07:30:00; 11.07.2023 07:45:00;0;24539,16
 11.07.2023 07:45:00; 11.07.2023 08:00:00;0;24539,16
 11.07.2023 08:00:00; 11.07.2023 08:15:00;0;24539,16
 11.07.2023 08:15:00; 11.07.2023 08:30:00;0;24539,16
 11.07.2023 08:30:00; 11.07.2023 08:45:00;0;24539,16
 11.07.2023 08:45:00; 11.07.2023 09:00:00;0;24539,16
 11.07.2023 09:00:00; 11.07.2023 09:15:00;0;24539,16
 11.07.2023 09:15:00; 11.07.2023 09:30:00;0;24539,16
 11.07.2023 09:30:00; 11.07.2023 09:45:00;0;24539,16
 11.07.2023 09:45:00; 11.07.2023 10:00:00;0;24539,16
 11.07.2023 10:00:00; 11.07.2023 10:15:00;0;24539,16
 11.07.2023 10:15:00; 11.07.2023 10:30:00;0;24539,16
 11.07.2023 10:30:00; 11.07.2023 10:45:00;0;24539,16
 11.07.2023 10:45:00; 11.07.2023 11:00:00;0;24539,16
 11.07.2023 11:00:00; 11.07.2023 11:15:00;0;24539,16
 11.07.2023 11:15:00; 11.07.2023 11:30:00;0;24539,16
 11.07.2023 11:30:00; 11.07.2023 11:45:00;0;24539,16
 11.07.2023 11:45:00; 11.07.2023 12:00:00;0;24539,16
 11.07.2023 12:00:00; 11.07.2023 12:15:00;0;24539,16
 11.07.2023 12:15:00; 11.07.2023 12:30:00;0;24539,16
 11.07.2023 12:30:00; 11.07.2023 12:45:00;0;24539,16
 11.07.2023 12:45:00; 11.07.2023 13:00:00;0;24539,16
 11.07.2023 13:00:00; 11.07.2023 13:15:00;0;24539,16
 11.07.2023 13:15:00; 11.07.2023 13:30:00;0;24539,16
 11.07.2023 13:30:00; 11.07.2023 13:45:00;0;24539,16
 11.07.2023 13:45:00; 11.07.2023 14:00:00;0;24539,16
 11.07.2023 14:00:00; 11.07.2023 14:15:00;0;24539,16
 11.07.2023 14:15:00; 11.07.2023 14:30:00;0;24539,16
 11.07.2023 14:30:00; 11.07.2023 14:45:00;0;24539,16
 11.07.2023 14:45:00; 11.07.2023 15:00:00;0;24539,16
 11.07.2023 15:00:00; 11.07.2023 15:15:00;0;24539,16
 11.07.2023 15:15:00; 11.07.2023 15:30:00;0;24539,16
 11.07.2023 15:30:00; 11.07.2023 15:45:00;0;24539,16
 11.07.2023 15:45:00; 11.07.2023 16:00:00;0;24539,16
 11.07.2023 16:00:00; 11.07.2023 16:15:00;0;24539,16
 11.07.2023 16:15:00; 11.07.2023 16:30:00;0;24539,16
 11.07.2023 16:30:00; 11.07.2023 16:45:00;0;24539,16
 11.07.2023 16:45:00; 11.07.2023 17:00:00;0;24539,16
 11.07.2023 17:00:00; 11.07.2023 17:15:00;0;24539,16
 11.07.2023 17:15:00; 11.07.2023 17:30:00;0;24539,16
 11.07.2023 17:30:00; 11.07.2023 17:45:00;0;24539,16
 11.07.2023 17:45:00; 11.07.2023 18:00:00;0;24539,16
 11.07.2023 18:00:00; 11.07.2023 18:15:00;0;24539,16
 11.07.2023 18:15:00; 11.07.2023 18:30:00;0;24539,16
 11.07.2023 18:30:00; 11.07.2023 18:45:00;0;24539,16
 11.07.2023 18:45:00; 11.07.2023 19:00:00;0;24539,16
 11.07.2023 19:00:00; 11.07.2023 19:15:00;0;24539,16
 11.07.2023 19:15:00; 11.07.2023 19:30:00;0;24539,16
 11.07.2023 19:30:00; 11.07.2023 19:45:00;0,006;24539,166
 11.07.2023 19:45:00; 11.07.2023 20:00:00;0,046;24539,212
 11.07.2023 20:00:00; 11.07.2023 20:15:00;0,025;24539,237
 11.07.2023 20:15:00; 11.07.2023 20:30:00;0,024;24539,261
 11.07.2023 20:30:00; 11.07.2023 20:45:00;0,036;24539,297
 11.07.2023 20:45:00; 11.07.2023 21:00:00;0,064;24539,361
 11.07.2023 21:00:00; 11.07.2023 21:15:00;0,055;24539,416
 11.07.2023 21:15:00; 11.07.2023 21:30:00;0,049;24539,465
 11.07.2023 21:30:00; 11.07.2023 21:45:00;0,04;24539,505
 11.07.2023 21:45:00; 11.07.2023 22:00:00;0,054;24539,559
 11.07.2023 22:00:00; 11.07.2023 22:15:00;0,062;24539,621
 11.07.2023 22:15:00; 11.07.2023 22:30:00;0,056;24539,677
 11.07.2023 22:30:00; 11.07.2023 22:45:00;0,043;24539,72
 11.07.2023 22:45:00; 11.07.2023 23:00:00;0,044;24539,764
 11.07.2023 23:00:00; 11.07.2023 23:15:00;0,061;24539,825
 11.07.2023 23:15:00; 11.07.2023 23:30:00;0,056;24539,881
 11.07.2023 23:30:00; 11.07.2023 23:45:00;0,046;24539,927
 11.07.2023 23:45:00; 12.07.2023 00:00:00;0,039;24539,966
 12.07.2023 00:00:00; 12.07.2023 00:15:00;0,058;24540,024
 12.07.2023 00:15:00; 12.07.2023 00:30:00;0,058;24540,082
 12.07.2023 00:30:00; 12.07.2023 00:45:00;0,046;24540,128
 12.07.2023 00:45:00; 12.07.2023 01:00:00;0,042;24540,17
 12.07.2023 01:00:00; 12.07.2023 01:15:00;0,049;24540,219
 12.07.2023 01:15:00; 12.07.2023 01:30:00;0,058;24540,277
 12.07.2023 01:30:00; 12.07.2023 01:45:00;0,064;24540,341
 12.07.2023 01:45:00; 12.07.2023 02:00:00;0,043;24540,384
 12.07.2023 02:00:00; 12.07.2023 02:15:00;0,056;24540,44
 12.07.2023 02:15:00; 12.07.2023 02:30:00;0,061;24540,501
 12.07.2023 02:30:00; 12.07.2023 02:45:00;0,066;24540,567
 12.07.2023 02:45:00; 12.07.2023 03:00:00;0,049;24540,616
 12.07.2023 03:00:00; 12.07.2023 03:15:00;0,056;24540,672
 12.07.2023 03:15:00; 12.07.2023 03:30:00;0,053;24540,725
 12.07.2023 03:30:00; 12.07.2023 03:45:00;0,077;24540,802
 12.07.2023 03:45:00; 12.07.2023 04:00:00;0,051;24540,853
 12.07.2023 04:00:00; 12.07.2023 04:15:00;0,054;24540,907
 12.07.2023 04:15:00; 12.07.2023 04:30:00;0,049;24540,956
 12.07.2023 04:30:00; 12.07.2023 04:45:00;0,064;24541,02
 12.07.2023 04:45:00; 12.07.2023 05:00:00;0,062;24541,082
 12.07.2023 05:00:00; 12.07.2023 05:15:00;0,052;24541,134
 12.07.2023 05:15:00; 12.07.2023 05:30:00;0,046;24541,18
 12.07.2023 05:30:00; 12.07.2023 05:45:00;0,051;24541,231
 12.07.2023 05:45:00; 12.07.2023 06:00:00;0,038;24541,269
 12.07.2023 06:00:00; 12.07.2023 06:15:00;0,004;24541,273
 12.07.2023 06:15:00; 12.07.2023 06:30:00;0;24541,273
 12.07.2023 06:30:00; 12.07.2023 06:45:00;0;24541,273
 12.07.2023 06:45:00; 12.07.2023 07:00:00;0,001;24541,274
 12.07.2023 07:00:00; 12.07.2023 07:15:00;0;24541,274
 12.07.2023 07:15:00; 12.07.2023 07:30:00;0;24541,274
 12.07.2023 07:30:00; 12.07.2023 07:45:00;0;24541,274
 12.07.2023 07:45:00; 12.07.2023 08:00:00;0;24541,274
 12.07.2023 08:00:00; 12.07.2023 08:15:00;0;24541,274
 12.07.2023 08:15:00; 12.07.2023 08:30:00;0;24541,274
 12.07.2023 08:30:00; 12.07.2023 08:45:00;0;24541,274
 12.07.2023 08:45:00; 12.07.2023 09:00:00;0;24541,274
 12.07.2023 09:00:00; 12.07.2023 09:15:00;0;24541,274
 12.07.2023 09:15:00; 12.07.2023 09:30:00;0;24541,274
 12.07.2023 09:30:00; 12.07.2023 09:45:00;0;24541,274
 12.07.2023 09:45:00; 12.07.2023 10:00:00;0;24541,274
 12.07.2023 10:00:00; 12.07.2023 10:15:00;0;24541,274
 12.07.2023 10:15:00; 12.07.2023 10:30:00;0;24541,274
 12.07.2023 10:30:00; 12.07.2023 10:45:00;0;24541,274
 12.07.2023 10:45:00; 12.07.2023 11:00:00;0;24541,274
 12.07.2023 11:00:00; 12.07.2023 11:15:00;0;24541,274
 12.07.2023 11:15:00; 12.07.2023 11:30:00;0;24541,274
 12.07.2023 11:30:00; 12.07.2023 11:45:00;0,124;24541,398
 12.07.2023 11:45:00; 12.07.2023 12:00:00;0,123;24541,521
 12.07.2023 12:00:00; 12.07.2023 12:15:00;0;24541,521
 12.07.2023 12:15:00; 12.07.2023 12:30:00;0;24541,521
 12.07.2023 12:30:00; 12.07.2023 12:45:00;0;24541,521
 12.07.2023 12:45:00; 12.07.2023 13:00:00;0;24541,521
 12.07.2023 13:00:00; 12.07.2023 13:15:00;0;24541,521
 12.07.2023 13:15:00; 12.07.2023 13:30:00;0;24541,521
 12.07.2023 13:30:00; 12.07.2023 13:45:00;0;24541,521
 12.07.2023 13:45:00; 12.07.2023 14:00:00;0;24541,521
 12.07.2023 14:00:00; 12.07.2023 14:15:00;0;24541,521
 12.07.2023 14:15:00; 12.07.2023 14:30:00;0;24541,521
 12.07.2023 14:30:00; 12.07.2023 14:45:00;0;24541,521
 12.07.2023 14:45:00; 12.07.2023 15:00:00;0;24541,521
 12.07.2023 15:00:00; 12.07.2023 15:15:00;0;24541,521
 12.07.2023 15:15:00; 12.07.2023 15:30:00;0;24541,521
 12.07.2023 15:30:00; 12.07.2023 15:45:00;0;24541,521
 12.07.2023 15:45:00; 12.07.2023 16:00:00;0;24541,521
 12.07.2023 16:00:00; 12.07.2023 16:15:00;0;24541,521
 12.07.2023 16:15:00; 12.07.2023 16:30:00;0;24541,521
 12.07.2023 16:30:00; 12.07.2023 16:45:00;0;24541,521
 12.07.2023 16:45:00; 12.07.2023 17:00:00;0;24541,521
 12.07.2023 17:00:00; 12.07.2023 17:15:00;0;24541,521
 12.07.2023 17:15:00; 12.07.2023 17:30:00;0;24541,521
 12.07.2023 17:30:00; 12.07.2023 17:45:00;0;24541,521
 12.07.2023 17:45:00; 12.07.2023 18:00:00;0;24541,521
 12.07.2023 18:00:00; 12.07.2023 18:15:00;0;24541,521
 12.07.2023 18:15:00; 12.07.2023 18:30:00;0;24541,521
 12.07.2023 18:30:00; 12.07.2023 18:45:00;0;24541,521
 12.07.2023 18:45:00; 12.07.2023 19:00:00;0;24541,521
 12.07.2023 19:00:00; 12.07.2023 19:15:00;0;24541,521
 12.07.2023 19:15:00; 12.07.2023 19:30:00;0;24541,521
 12.07.2023 19:30:00; 12.07.2023 19:45:00;0,002;24541,523
 12.07.2023 19:45:00; 12.07.2023 20:00:00;0,021;24541,544
 12.07.2023 20:00:00; 12.07.2023 20:15:00;0,044;24541,588
 12.07.2023 20:15:00; 12.07.2023 20:30:00;0,054;24541,642
 12.07.2023 20:30:00; 12.07.2023 20:45:00;0,048;24541,69
 12.07.2023 20:45:00; 12.07.2023 21:00:00;0,043;24541,733
 12.07.2023 21:00:00; 12.07.2023 21:15:00;0,055;24541,788
 12.07.2023 21:15:00; 12.07.2023 21:30:00;0,066;24541,854
 12.07.2023 21:30:00; 12.07.2023 21:45:00;0,044;24541,898
 12.07.2023 21:45:00; 12.07.2023 22:00:00;0,044;24541,942
 12.07.2023 22:00:00; 12.07.2023 22:15:00;0,041;24541,983
 12.07.2023 22:15:00; 12.07.2023 22:30:00;0,065;24542,048
 12.07.2023 22:30:00; 12.07.2023 22:45:00;0,051;24542,099
 12.07.2023 22:45:00; 12.07.2023 23:00:00;0,047;24542,146
 12.07.2023 23:00:00; 12.07.2023 23:15:00;0,044;24542,19
 12.07.2023 23:15:00; 12.07.2023 23:30:00;0,061;24542,251
 12.07.2023 23:30:00; 12.07.2023 23:45:00;0,062;24542,313
 12.07.2023 23:45:00; 13.07.2023 00:00:00;0,055;24542,368
