PLZ Ort, Adresse [Zählpunktnummer];;;PLZ Ort, Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;15.04.2023 15:30;15.04.2023 15:44;0,04
;;;15.04.2023 15:45;15.04.2023 15:59;0,053
;;;15.04.2023 16:00;15.04.2023 16:14;0,064
;;;15.04.2023 16:15;15.04.2023 16:29;0,06
;;;15.04.2023 16:30;15.04.2023 16:44;0,1
;;;15.04.2023 16:45;15.04.2023 16:59;0,157
;;;15.04.2023 17:00;15.04.2023 17:14;0,161
;;;15.04.2023 17:15;15.04.2023 17:29;0,155
;;;15.04.2023 17:30;15.04.2023 17:44;0,158
;;;15.04.2023 17:45;15.04.2023 17:59;0,175
;;;15.04.2023 18:00;15.04.2023 18:14;0,187
;;;15.04.2023 18:15;15.04.2023 18:29;0,141
;;;15.04.2023 18:30;15.04.2023 18:44;0,338
;;;15.04.2023 18:45;15.04.2023 18:59;0,389
;;;15.04.2023 19:00;15.04.2023 19:14;0,206
;;;15.04.2023 19:15;15.04.2023 19:29;0,151
;;;15.04.2023 19:30;15.04.2023 19:44;0,154
;;;15.04.2023 19:45;15.04.2023 19:59;0,266
;;;15.04.2023 20:00;15.04.2023 20:14;0,633
;;;15.04.2023 20:15;15.04.2023 20:29;0,454
;;;15.04.2023 20:30;15.04.2023 20:44;0,229
;;;15.04.2023 20:45;15.04.2023 20:59;0,236
;;;15.04.2023 21:00;15.04.2023 21:14;0,206
;;;15.04.2023 21:15;15.04.2023 21:29;0,206
;;;15.04.2023 21:30;15.04.2023 21:44;0,198
;;;15.04.2023 21:45;15.04.2023 21:59;0,417
;;;15.04.2023 22:00;15.04.2023 22:14;0,135
;;;15.04.2023 22:15;15.04.2023 22:29;0,128
;;;15.04.2023 22:30;15.04.2023 22:44;0,128
;;;15.04.2023 22:45;15.04.2023 22:59;0,138
;;;15.04.2023 23:00;15.04.2023 23:14;0,124
;;;15.04.2023 23:15;15.04.2023 23:29;0,117
;;;15.04.2023 23:30;15.04.2023 23:44;0,121
;;;15.04.2023 23:45;15.04.2023 23:59;0,113
;;;16.04.2023 00:00;16.04.2023 00:14;0,109
;;;16.04.2023 00:15;16.04.2023 00:29;0,111
;;;16.04.2023 00:30;16.04.2023 00:44;0,129
;;;16.04.2023 00:45;16.04.2023 00:59;0,11
;;;16.04.2023 01:00;16.04.2023 01:14;0,106
;;;16.04.2023 01:15;16.04.2023 01:29;0,11
;;;16.04.2023 01:30;16.04.2023 01:44;0,126
;;;16.04.2023 01:45;16.04.2023 01:59;0,136
;;;16.04.2023 02:00;16.04.2023 02:14;0,135
;;;16.04.2023 02:15;16.04.2023 02:29;0,169
;;;16.04.2023 02:30;16.04.2023 02:44;0,135
;;;16.04.2023 02:45;16.04.2023 02:59;0,137
;;;16.04.2023 03:00;16.04.2023 03:14;0,134
;;;16.04.2023 03:15;16.04.2023 03:29;0,145
;;;16.04.2023 03:30;16.04.2023 03:44;0,131
;;;16.04.2023 03:45;16.04.2023 03:59;0,123
;;;16.04.2023 04:00;16.04.2023 04:14;0,122
;;;16.04.2023 04:15;16.04.2023 04:29;0,142
;;;16.04.2023 04:30;16.04.2023 04:44;0,134
;;;16.04.2023 04:45;16.04.2023 04:59;0,126
;;;16.04.2023 05:00;16.04.2023 05:14;0,125
;;;16.04.2023 05:15;16.04.2023 05:29;0,136
;;;16.04.2023 05:30;16.04.2023 05:44;0,135
;;;16.04.2023 05:45;16.04.2023 05:59;0,128
;;;16.04.2023 06:00;16.04.2023 06:14;0,128
;;;16.04.2023 06:15;16.04.2023 06:29;0,135
;;;16.04.2023 06:30;16.04.2023 06:44;0,125
;;;16.04.2023 06:45;16.04.2023 06:59;0,125
;;;16.04.2023 07:00;16.04.2023 07:14;0,131
;;;16.04.2023 07:15;16.04.2023 07:29;0,123
;;;16.04.2023 07:30;16.04.2023 07:44;0,107
;;;16.04.2023 07:45;16.04.2023 07:59;0,102
;;;16.04.2023 08:00;16.04.2023 08:14;0,124
;;;16.04.2023 08:15;16.04.2023 08:29;0,121
;;;16.04.2023 08:30;16.04.2023 08:44;0,109
;;;16.04.2023 08:45;16.04.2023 08:59;0,208
;;;16.04.2023 09:00;16.04.2023 09:14;0,106
;;;16.04.2023 09:15;16.04.2023 09:29;0,107
;;;16.04.2023 09:30;16.04.2023 09:44;0,048
;;;16.04.2023 09:45;16.04.2023 09:59;0,02
;;;16.04.2023 10:00;16.04.2023 10:14;0,012
;;;16.04.2023 10:15;16.04.2023 10:29;0
;;;16.04.2023 10:30;16.04.2023 10:44;0,004
;;;16.04.2023 10:45;16.04.2023 10:59;0,008
;;;16.04.2023 11:00;16.04.2023 11:14;0,012
;;;16.04.2023 11:15;16.04.2023 11:29;0,009
;;;16.04.2023 11:30;16.04.2023 11:44;0
;;;16.04.2023 11:45;16.04.2023 11:59;0
;;;16.04.2023 12:00;16.04.2023 12:14;0,006
;;;16.04.2023 12:15;16.04.2023 12:29;0,019
;;;16.04.2023 12:30;16.04.2023 12:44;0,133
;;;16.04.2023 12:45;16.04.2023 12:59;0,576
;;;16.04.2023 13:00;16.04.2023 13:14;1,123
;;;16.04.2023 13:15;16.04.2023 13:29;0,706
;;;16.04.2023 13:30;16.04.2023 13:44;0,196
;;;16.04.2023 13:45;16.04.2023 13:59;0,273
;;;16.04.2023 14:00;16.04.2023 14:14;0,144
;;;16.04.2023 14:15;16.04.2023 14:29;0,174
;;;16.04.2023 14:30;16.04.2023 14:44;0,262
;;;16.04.2023 14:45;16.04.2023 14:59;0,242
;;;16.04.2023 15:00;16.04.2023 15:14;0,297
;;;16.04.2023 15:15;16.04.2023 15:29;0,243
;;;16.04.2023 15:30;16.04.2023 15:44;0,238
;;;16.04.2023 15:45;16.04.2023 15:59;0,203
;;;16.04.2023 16:00;16.04.2023 16:14;0,278
;;;16.04.2023 16:15;16.04.2023 16:29;0,226
;;;16.04.2023 16:30;16.04.2023 16:44;0,226
;;;16.04.2023 16:45;16.04.2023 16:59;0,241
;;;16.04.2023 17:00;16.04.2023 17:14;0,182
;;;16.04.2023 17:15;16.04.2023 17:29;0,24
;;;16.04.2023 17:30;16.04.2023 17:44;0,192
;;;16.04.2023 17:45;16.04.2023 17:59;0,229
;;;16.04.2023 18:00;16.04.2023 18:14;0,099
;;;16.04.2023 18:15;16.04.2023 18:29;0,112
;;;16.04.2023 18:30;16.04.2023 18:44;0,232
;;;16.04.2023 18:45;16.04.2023 18:59;0,174
;;;16.04.2023 19:00;16.04.2023 19:14;0,167
;;;16.04.2023 19:15;16.04.2023 19:29;0,152
;;;16.04.2023 19:30;16.04.2023 19:44;0,182
;;;16.04.2023 19:45;16.04.2023 19:59;0,152
;;;16.04.2023 20:00;16.04.2023 20:14;0,263
;;;16.04.2023 20:15;16.04.2023 20:29;0,279
;;;16.04.2023 20:30;16.04.2023 20:44;0,181
;;;16.04.2023 20:45;16.04.2023 20:59;0,335
;;;16.04.2023 21:00;16.04.2023 21:14;0,279
;;;16.04.2023 21:15;16.04.2023 21:29;0,205
;;;16.04.2023 21:30;16.04.2023 21:44;0,18
;;;16.04.2023 21:45;16.04.2023 21:59;0,183
;;;16.04.2023 22:00;16.04.2023 22:14;0,188
;;;16.04.2023 22:15;16.04.2023 22:29;0,139
;;;16.04.2023 22:30;16.04.2023 22:44;0,127
;;;16.04.2023 22:45;16.04.2023 22:59;0,126
;;;16.04.2023 23:00;16.04.2023 23:14;0,13
;;;16.04.2023 23:15;16.04.2023 23:29;0,116
;;;16.04.2023 23:30;16.04.2023 23:44;0,106
;;;16.04.2023 23:45;16.04.2023 23:59;0,112
;;;17.04.2023 00:00;17.04.2023 00:14;0,128
;;;17.04.2023 00:15;17.04.2023 00:29;0,117
;;;17.04.2023 00:30;17.04.2023 00:44;0,111
;;;17.04.2023 00:45;17.04.2023 00:59;0,12
;;;17.04.2023 01:00;17.04.2023 01:14;0,117
;;;17.04.2023 01:15;17.04.2023 01:29;0,106
;;;17.04.2023 01:30;17.04.2023 01:44;0,115
;;;17.04.2023 01:45;17.04.2023 01:59;0,123
;;;17.04.2023 02:00;17.04.2023 02:14;0,12
;;;17.04.2023 02:15;17.04.2023 02:29;0,105
;;;17.04.2023 02:30;17.04.2023 02:44;0,107
;;;17.04.2023 02:45;17.04.2023 02:59;0,121
;;;17.04.2023 03:00;17.04.2023 03:14;0,117
;;;17.04.2023 03:15;17.04.2023 03:29;0,114
;;;17.04.2023 03:30;17.04.2023 03:44;0,109
;;;17.04.2023 03:45;17.04.2023 03:59;0,121
;;;17.04.2023 04:00;17.04.2023 04:14;0,105
;;;17.04.2023 04:15;17.04.2023 04:29;0,115
;;;17.04.2023 04:30;17.04.2023 04:44;0,125
;;;17.04.2023 04:45;17.04.2023 04:59;0,139
;;;17.04.2023 05:00;17.04.2023 05:14;0,174
;;;17.04.2023 05:15;17.04.2023 05:29;0,129
;;;17.04.2023 05:30;17.04.2023 05:44;0,141
;;;17.04.2023 05:45;17.04.2023 05:59;0,147
;;;17.04.2023 06:00;17.04.2023 06:14;0,14
;;;17.04.2023 06:15;17.04.2023 06:29;0,146
;;;17.04.2023 06:30;17.04.2023 06:44;0,274
;;;17.04.2023 06:45;17.04.2023 06:59;0,202
;;;17.04.2023 07:00;17.04.2023 07:14;0,15
;;;17.04.2023 07:15;17.04.2023 07:29;0,181
;;;17.04.2023 07:30;17.04.2023 07:44;0,174
;;;17.04.2023 07:45;17.04.2023 07:59;0,137
;;;17.04.2023 08:00;17.04.2023 08:14;0,132
;;;17.04.2023 08:15;17.04.2023 08:29;0,142
;;;17.04.2023 08:30;17.04.2023 08:44;0,139
;;;17.04.2023 08:45;17.04.2023 08:59;0,129
;;;17.04.2023 09:00;17.04.2023 09:14;0,128
;;;17.04.2023 09:15;17.04.2023 09:29;0,107
;;;17.04.2023 09:30;17.04.2023 09:44;0,056
;;;17.04.2023 09:45;17.04.2023 09:59;0,015
;;;17.04.2023 10:00;17.04.2023 10:14;0,022
;;;17.04.2023 10:15;17.04.2023 10:29;0,008
;;;17.04.2023 10:30;17.04.2023 10:44;0,023
;;;17.04.2023 10:45;17.04.2023 10:59;0
;;;17.04.2023 11:00;17.04.2023 11:14;0
;;;17.04.2023 11:15;17.04.2023 11:29;0,009
;;;17.04.2023 11:30;17.04.2023 11:44;0,012
;;;17.04.2023 11:45;17.04.2023 11:59;0,016
;;;17.04.2023 12:00;17.04.2023 12:14;0,044
;;;17.04.2023 12:15;17.04.2023 12:29;0
;;;17.04.2023 12:30;17.04.2023 12:44;0,022
;;;17.04.2023 12:45;17.04.2023 12:59;0
;;;17.04.2023 13:00;17.04.2023 13:14;0,314
;;;17.04.2023 13:15;17.04.2023 13:29;0,704
;;;17.04.2023 13:30;17.04.2023 13:44;0,542
;;;17.04.2023 13:45;17.04.2023 13:59;0,029
;;;17.04.2023 14:00;17.04.2023 14:14;0,025
;;;17.04.2023 14:15;17.04.2023 14:29;0,246
;;;17.04.2023 14:30;17.04.2023 14:44;0,682
;;;17.04.2023 14:45;17.04.2023 14:59;0,349
;;;17.04.2023 15:00;17.04.2023 15:14;0,043
;;;17.04.2023 15:15;17.04.2023 15:29;0,038
;;;17.04.2023 15:30;17.04.2023 15:44;0,043
;;;17.04.2023 15:45;17.04.2023 15:59;0,045
;;;17.04.2023 16:00;17.04.2023 16:14;0,065
;;;17.04.2023 16:15;17.04.2023 16:29;0,247
;;;17.04.2023 16:30;17.04.2023 16:44;0,067
;;;17.04.2023 16:45;17.04.2023 16:59;0,08
;;;17.04.2023 17:00;17.04.2023 17:14;0,07
;;;17.04.2023 17:15;17.04.2023 17:29;0,176
;;;17.04.2023 17:30;17.04.2023 17:44;0,074
;;;17.04.2023 17:45;17.04.2023 17:59;0,071
;;;17.04.2023 18:00;17.04.2023 18:14;0,322
;;;17.04.2023 18:15;17.04.2023 18:29;0,44
;;;17.04.2023 18:30;17.04.2023 18:44;0,444
;;;17.04.2023 18:45;17.04.2023 18:59;0,168
;;;17.04.2023 19:00;17.04.2023 19:14;0,141
;;;17.04.2023 19:15;17.04.2023 19:29;0,159
;;;17.04.2023 19:30;17.04.2023 19:44;0,189
;;;17.04.2023 19:45;17.04.2023 19:59;0,135
;;;17.04.2023 20:00;17.04.2023 20:14;0,124
;;;17.04.2023 20:15;17.04.2023 20:29;0,129
;;;17.04.2023 20:30;17.04.2023 20:44;0,145
;;;17.04.2023 20:45;17.04.2023 20:59;0,243
;;;17.04.2023 21:00;17.04.2023 21:14;0,112
;;;17.04.2023 21:15;17.04.2023 21:29;0,111
;;;17.04.2023 21:30;17.04.2023 21:44;0,14
;;;17.04.2023 21:45;17.04.2023 21:59;0,121
;;;17.04.2023 22:00;17.04.2023 22:14;0,113
;;;17.04.2023 22:15;17.04.2023 22:29;0,124
;;;17.04.2023 22:30;17.04.2023 22:44;0,121
;;;17.04.2023 22:45;17.04.2023 22:59;0,1
;;;17.04.2023 23:00;17.04.2023 23:14;0,164
;;;17.04.2023 23:15;17.04.2023 23:29;0,261
;;;17.04.2023 23:30;17.04.2023 23:44;0,179
;;;17.04.2023 23:45;17.04.2023 23:59;0,164
;;;18.04.2023 00:00;18.04.2023 00:14;0,167
;;;18.04.2023 00:15;18.04.2023 00:29;0,187
;;;18.04.2023 00:30;18.04.2023 00:44;0,128
;;;18.04.2023 00:45;18.04.2023 00:59;0,102
;;;18.04.2023 01:00;18.04.2023 01:14;0,103
;;;18.04.2023 01:15;18.04.2023 01:29;0,124
;;;18.04.2023 01:30;18.04.2023 01:44;0,105
;;;18.04.2023 01:45;18.04.2023 01:59;0,106
;;;18.04.2023 02:00;18.04.2023 02:14;0,108
;;;18.04.2023 02:15;18.04.2023 02:29;0,112
;;;18.04.2023 02:30;18.04.2023 02:44;0,111
;;;18.04.2023 02:45;18.04.2023 02:59;0,106
;;;18.04.2023 03:00;18.04.2023 03:14;0,115
;;;18.04.2023 03:15;18.04.2023 03:29;0,108
;;;18.04.2023 03:30;18.04.2023 03:44;0,103
;;;18.04.2023 03:45;18.04.2023 03:59;0,108
;;;18.04.2023 04:00;18.04.2023 04:14;0,125
;;;18.04.2023 04:15;18.04.2023 04:29;0,104
;;;18.04.2023 04:30;18.04.2023 04:44;0,104
;;;18.04.2023 04:45;18.04.2023 04:59;0,107
;;;18.04.2023 05:00;18.04.2023 05:14;0,126
;;;18.04.2023 05:15;18.04.2023 05:29;0,108
;;;18.04.2023 05:30;18.04.2023 05:44;0,104
;;;18.04.2023 05:45;18.04.2023 05:59;0,113
;;;18.04.2023 06:00;18.04.2023 06:14;0,128
;;;18.04.2023 06:15;18.04.2023 06:29;0,115
;;;18.04.2023 06:30;18.04.2023 06:44;0,251
;;;18.04.2023 06:45;18.04.2023 06:59;0,14
;;;18.04.2023 07:00;18.04.2023 07:14;0,14
;;;18.04.2023 07:15;18.04.2023 07:29;0,133
;;;18.04.2023 07:30;18.04.2023 07:44;0,109
;;;18.04.2023 07:45;18.04.2023 07:59;0,104
;;;18.04.2023 08:00;18.04.2023 08:14;0,092
;;;18.04.2023 08:15;18.04.2023 08:29;0,078
;;;18.04.2023 08:30;18.04.2023 08:44;0,09
;;;18.04.2023 08:45;18.04.2023 08:59;0,106
;;;18.04.2023 09:00;18.04.2023 09:14;0,072
;;;18.04.2023 09:15;18.04.2023 09:29;0,037
;;;18.04.2023 09:30;18.04.2023 09:44;0,008
;;;18.04.2023 09:45;18.04.2023 09:59;0,019
;;;18.04.2023 10:00;18.04.2023 10:14;0,002
;;;18.04.2023 10:15;18.04.2023 10:29;0,319
;;;18.04.2023 10:30;18.04.2023 10:44;0,197
;;;18.04.2023 10:45;18.04.2023 10:59;0
;;;18.04.2023 11:00;18.04.2023 11:14;0,353
;;;18.04.2023 11:15;18.04.2023 11:29;0,215
;;;18.04.2023 11:30;18.04.2023 11:44;0,099
;;;18.04.2023 11:45;18.04.2023 11:59;0
;;;18.04.2023 12:00;18.04.2023 12:14;0
;;;18.04.2023 12:15;18.04.2023 12:29;0,002
;;;18.04.2023 12:30;18.04.2023 12:44;0,003
;;;18.04.2023 12:45;18.04.2023 12:59;0,002
;;;18.04.2023 13:00;18.04.2023 13:14;0,294
;;;18.04.2023 13:15;18.04.2023 13:29;0,626
;;;18.04.2023 13:30;18.04.2023 13:44;0,211
;;;18.04.2023 13:45;18.04.2023 13:59;0
;;;18.04.2023 14:00;18.04.2023 14:14;0
;;;18.04.2023 14:15;18.04.2023 14:29;0
;;;18.04.2023 14:30;18.04.2023 14:44;0
;;;18.04.2023 14:45;18.04.2023 14:59;0
;;;18.04.2023 15:00;18.04.2023 15:14;0
;;;18.04.2023 15:15;18.04.2023 15:29;0
;;;18.04.2023 15:30;18.04.2023 15:44;0
;;;18.04.2023 15:45;18.04.2023 15:59;0
;;;18.04.2023 16:00;18.04.2023 16:14;0
;;;18.04.2023 16:15;18.04.2023 16:29;0
;;;18.04.2023 16:30;18.04.2023 16:44;0
;;;18.04.2023 16:45;18.04.2023 16:59;0
;;;18.04.2023 17:00;18.04.2023 17:14;0
;;;18.04.2023 17:15;18.04.2023 17:29;0
;;;18.04.2023 17:30;18.04.2023 17:44;0
;;;18.04.2023 17:45;18.04.2023 17:59;0
;;;18.04.2023 18:00;18.04.2023 18:14;0,002
;;;18.04.2023 18:15;18.04.2023 18:29;0,152
;;;18.04.2023 18:30;18.04.2023 18:44;0,173
;;;18.04.2023 18:45;18.04.2023 18:59;0,019
;;;18.04.2023 19:00;18.04.2023 19:14;0,04
;;;18.04.2023 19:15;18.04.2023 19:29;0,056
;;;18.04.2023 19:30;18.04.2023 19:44;0,06
;;;18.04.2023 19:45;18.04.2023 19:59;0,065
;;;18.04.2023 20:00;18.04.2023 20:14;0,091
;;;18.04.2023 20:15;18.04.2023 20:29;0,069
;;;18.04.2023 20:30;18.04.2023 20:44;0,051
;;;18.04.2023 20:45;18.04.2023 20:59;0,043
;;;18.04.2023 21:00;18.04.2023 21:14;0,056
;;;18.04.2023 21:15;18.04.2023 21:29;0,054
;;;18.04.2023 21:30;18.04.2023 21:44;0,063
;;;18.04.2023 21:45;18.04.2023 21:59;0,162
;;;18.04.2023 22:00;18.04.2023 22:14;0,266
;;;18.04.2023 22:15;18.04.2023 22:29;0,201
;;;18.04.2023 22:30;18.04.2023 22:44;0,231
;;;18.04.2023 22:45;18.04.2023 22:59;0,188
;;;18.04.2023 23:00;18.04.2023 23:14;0,175
;;;18.04.2023 23:15;18.04.2023 23:29;0,113
;;;18.04.2023 23:30;18.04.2023 23:44;0,095
;;;18.04.2023 23:45;18.04.2023 23:59;0,111
;;;19.04.2023 00:00;19.04.2023 00:14;0,115
;;;19.04.2023 00:15;19.04.2023 00:29;0,101
;;;19.04.2023 00:30;19.04.2023 00:44;0,1
;;;19.04.2023 00:45;19.04.2023 00:59;0,109
;;;19.04.2023 01:00;19.04.2023 01:14;0,106
;;;19.04.2023 01:15;19.04.2023 01:29;0,103
;;;19.04.2023 01:30;19.04.2023 01:44;0,11
;;;19.04.2023 01:45;19.04.2023 01:59;0,109
;;;19.04.2023 02:00;19.04.2023 02:14;0,101
;;;19.04.2023 02:15;19.04.2023 02:29;0,1
;;;19.04.2023 02:30;19.04.2023 02:44;0,113
;;;19.04.2023 02:45;19.04.2023 02:59;0,115
;;;19.04.2023 03:00;19.04.2023 03:14;0,119
;;;19.04.2023 03:15;19.04.2023 03:29;0,136
;;;19.04.2023 03:30;19.04.2023 03:44;0,111
;;;19.04.2023 03:45;19.04.2023 03:59;0,122
;;;19.04.2023 04:00;19.04.2023 04:14;0,113
;;;19.04.2023 04:15;19.04.2023 04:29;0,111
;;;19.04.2023 04:30;19.04.2023 04:44;0,119
;;;19.04.2023 04:45;19.04.2023 04:59;0,105
;;;19.04.2023 05:00;19.04.2023 05:14;0,102
;;;19.04.2023 05:15;19.04.2023 05:29;0,108
;;;19.04.2023 05:30;19.04.2023 05:44;0,122
;;;19.04.2023 05:45;19.04.2023 05:59;0,11
;;;19.04.2023 06:00;19.04.2023 06:14;0,099
;;;19.04.2023 06:15;19.04.2023 06:29;0,103
;;;19.04.2023 06:30;19.04.2023 06:44;0,26
;;;19.04.2023 06:45;19.04.2023 06:59;0,177
;;;19.04.2023 07:00;19.04.2023 07:14;0,161
;;;19.04.2023 07:15;19.04.2023 07:29;0,129
;;;19.04.2023 07:30;19.04.2023 07:44;0,109
;;;19.04.2023 07:45;19.04.2023 07:59;0,081
;;;19.04.2023 08:00;19.04.2023 08:14;0,082
;;;19.04.2023 08:15;19.04.2023 08:29;0,078
;;;19.04.2023 08:30;19.04.2023 08:44;0,065
;;;19.04.2023 08:45;19.04.2023 08:59;0,058
;;;19.04.2023 09:00;19.04.2023 09:14;0,069
;;;19.04.2023 09:15;19.04.2023 09:29;0,071
;;;19.04.2023 09:30;19.04.2023 09:44;0,047
;;;19.04.2023 09:45;19.04.2023 09:59;0,025
;;;19.04.2023 10:00;19.04.2023 10:14;0,018
;;;19.04.2023 10:15;19.04.2023 10:29;0,021
;;;19.04.2023 10:30;19.04.2023 10:44;0,14
;;;19.04.2023 10:45;19.04.2023 10:59;0,388
;;;19.04.2023 11:00;19.04.2023 11:14;0
;;;19.04.2023 11:15;19.04.2023 11:29;0
;;;19.04.2023 11:30;19.04.2023 11:44;0
;;;19.04.2023 11:45;19.04.2023 11:59;0
;;;19.04.2023 12:00;19.04.2023 12:14;0
;;;19.04.2023 12:15;19.04.2023 12:29;0,09
;;;19.04.2023 12:30;19.04.2023 12:44;0,102
;;;19.04.2023 12:45;19.04.2023 12:59;0,018
;;;19.04.2023 13:00;19.04.2023 13:14;0,265
;;;19.04.2023 13:15;19.04.2023 13:29;0,59
;;;19.04.2023 13:30;19.04.2023 13:44;0,014
;;;19.04.2023 13:45;19.04.2023 13:59;0
;;;19.04.2023 14:00;19.04.2023 14:14;0
;;;19.04.2023 14:15;19.04.2023 14:29;0
;;;19.04.2023 14:30;19.04.2023 14:44;0
;;;19.04.2023 14:45;19.04.2023 14:59;0
;;;19.04.2023 15:00;19.04.2023 15:14;0,001
;;;19.04.2023 15:15;19.04.2023 15:29;0
;;;19.04.2023 15:30;19.04.2023 15:44;0
;;;19.04.2023 15:45;19.04.2023 15:59;0
;;;19.04.2023 16:00;19.04.2023 16:14;0,01
;;;19.04.2023 16:15;19.04.2023 16:29;0
;;;19.04.2023 16:30;19.04.2023 16:44;0,005
;;;19.04.2023 16:45;19.04.2023 16:59;0,025
;;;19.04.2023 17:00;19.04.2023 17:14;0,016
;;;19.04.2023 17:15;19.04.2023 17:29;0,093
;;;19.04.2023 17:30;19.04.2023 17:44;0,318
;;;19.04.2023 17:45;19.04.2023 17:59;0,132
;;;19.04.2023 18:00;19.04.2023 18:14;0,09
;;;19.04.2023 18:15;19.04.2023 18:29;0,262
;;;19.04.2023 18:30;19.04.2023 18:44;0,366
;;;19.04.2023 18:45;19.04.2023 18:59;0,231
;;;19.04.2023 19:00;19.04.2023 19:14;0,15
;;;19.04.2023 19:15;19.04.2023 19:29;0,144
;;;19.04.2023 19:30;19.04.2023 19:44;0,161
;;;19.04.2023 19:45;19.04.2023 19:59;0,144
;;;19.04.2023 20:00;19.04.2023 20:14;0,122
;;;19.04.2023 20:15;19.04.2023 20:29;0,136
;;;19.04.2023 20:30;19.04.2023 20:44;0,15
;;;19.04.2023 20:45;19.04.2023 20:59;0,259
;;;19.04.2023 21:00;19.04.2023 21:14;0,142
;;;19.04.2023 21:15;19.04.2023 21:29;0,147
;;;19.04.2023 21:30;19.04.2023 21:44;0,164
;;;19.04.2023 21:45;19.04.2023 21:59;0,163
;;;19.04.2023 22:00;19.04.2023 22:14;0,164
;;;19.04.2023 22:15;19.04.2023 22:29;0,169
;;;19.04.2023 22:30;19.04.2023 22:44;0,177
;;;19.04.2023 22:45;19.04.2023 22:59;0,157
;;;19.04.2023 23:00;19.04.2023 23:14;0,127
;;;19.04.2023 23:15;19.04.2023 23:29;0,13
;;;19.04.2023 23:30;19.04.2023 23:44;0,135
;;;19.04.2023 23:45;19.04.2023 23:59;0,125
;;;20.04.2023 00:00;20.04.2023 00:14;0,122
;;;20.04.2023 00:15;20.04.2023 00:29;0,134
;;;20.04.2023 00:30;20.04.2023 00:44;0,14
;;;20.04.2023 00:45;20.04.2023 00:59;0,125
;;;20.04.2023 01:00;20.04.2023 01:14;0,122
;;;20.04.2023 01:15;20.04.2023 01:29;0,129
;;;20.04.2023 01:30;20.04.2023 01:44;0,138
;;;20.04.2023 01:45;20.04.2023 01:59;0,129
;;;20.04.2023 02:00;20.04.2023 02:14;0,122
;;;20.04.2023 02:15;20.04.2023 02:29;0,131
;;;20.04.2023 02:30;20.04.2023 02:44;0,132
;;;20.04.2023 02:45;20.04.2023 02:59;0,126
;;;20.04.2023 03:00;20.04.2023 03:14;0,128
;;;20.04.2023 03:15;20.04.2023 03:29;0,138
;;;20.04.2023 03:30;20.04.2023 03:44;0,123
;;;20.04.2023 03:45;20.04.2023 03:59;0,124
;;;20.04.2023 04:00;20.04.2023 04:14;0,127
;;;20.04.2023 04:15;20.04.2023 04:29;0,143
;;;20.04.2023 04:30;20.04.2023 04:44;0,128
;;;20.04.2023 04:45;20.04.2023 04:59;0,118
;;;20.04.2023 05:00;20.04.2023 05:14;0,129
;;;20.04.2023 05:15;20.04.2023 05:29;0,138
;;;20.04.2023 05:30;20.04.2023 05:44;0,132
;;;20.04.2023 05:45;20.04.2023 05:59;0,12
;;;20.04.2023 06:00;20.04.2023 06:14;0,13
;;;20.04.2023 06:15;20.04.2023 06:29;0,136
;;;20.04.2023 06:30;20.04.2023 06:44;0,158
;;;20.04.2023 06:45;20.04.2023 06:59;0,265
;;;20.04.2023 07:00;20.04.2023 07:14;0,17
;;;20.04.2023 07:15;20.04.2023 07:29;0,188
;;;20.04.2023 07:30;20.04.2023 07:44;0,167
;;;20.04.2023 07:45;20.04.2023 07:59;0,126
;;;20.04.2023 08:00;20.04.2023 08:14;0,133
;;;20.04.2023 08:15;20.04.2023 08:29;0,104
;;;20.04.2023 08:30;20.04.2023 08:44;0,077
;;;20.04.2023 08:45;20.04.2023 08:59;0,091
;;;20.04.2023 09:00;20.04.2023 09:14;0,069
;;;20.04.2023 09:15;20.04.2023 09:29;0,052
;;;20.04.2023 09:30;20.04.2023 09:44;0,01
;;;20.04.2023 09:45;20.04.2023 09:59;0
;;;20.04.2023 10:00;20.04.2023 10:14;0
;;;20.04.2023 10:15;20.04.2023 10:29;0
;;;20.04.2023 10:30;20.04.2023 10:44;0
;;;20.04.2023 10:45;20.04.2023 10:59;0
;;;20.04.2023 11:00;20.04.2023 11:14;0
;;;20.04.2023 11:15;20.04.2023 11:29;0,002
;;;20.04.2023 11:30;20.04.2023 11:44;0
;;;20.04.2023 11:45;20.04.2023 11:59;0
;;;20.04.2023 12:00;20.04.2023 12:14;0
;;;20.04.2023 12:15;20.04.2023 12:29;0
;;;20.04.2023 12:30;20.04.2023 12:44;0,01
;;;20.04.2023 12:45;20.04.2023 12:59;0,02
;;;20.04.2023 13:00;20.04.2023 13:14;0,268
;;;20.04.2023 13:15;20.04.2023 13:29;0,644
;;;20.04.2023 13:30;20.04.2023 13:44;0,677
;;;20.04.2023 13:45;20.04.2023 13:59;0,594
;;;20.04.2023 14:00;20.04.2023 14:14;0,017
;;;20.04.2023 14:15;20.04.2023 14:29;0,019
;;;20.04.2023 14:30;20.04.2023 14:44;0,092
;;;20.04.2023 14:45;20.04.2023 14:59;0,016
;;;20.04.2023 15:00;20.04.2023 15:14;0,016
;;;20.04.2023 15:15;20.04.2023 15:29;0,008
